QQ-YYYY,PASSENGERS,MEDIAN_ITIN_FARE,AVG_ITIN_FARE,MIN_ITIN_FARE,MAX_ITIN_FARE,ORIGIN_CITY_NAME,ORIGIN_LONGITUDE,ORIGIN_LATITUDE,DEST_CITY_NAME
Q3 of 2017,8.0,392.0,578.5714285714286,293.0,1014.0,"Atlanta, GA",-84.42722222,33.64083333,"Santa Rosa, CA"
Q3 of 2017,35.0,566.5,593.9705882352941,0.0,1161.0,"Appleton, WI",-88.52,44.25777778,"San Francisco, CA"
Q3 of 2017,11.0,427.0,492.3636363636364,11.0,1345.0,"Appleton, WI",-88.52,44.25777778,"San Jose, CA"
Q3 of 2017,1.0,1061.0,1061.0,1061.0,1061.0,"Watertown, SD",-97.15416667,44.90888889,"San Francisco, CA"
Q3 of 2017,1.0,597.0,597.0,597.0,597.0,"Augusta/Waterville, ME",-69.79666667,44.31805556,"Oakland, CA"
Q3 of 2017,380.0,430.5,456.5913043478261,11.0,1785.0,"Austin, TX",-97.67,30.19444444,"Oakland, CA"
Q3 of 2017,1816.0,454.0,527.0508875739645,0.0,3361.0,"Austin, TX",-97.67,30.19444444,"San Francisco, CA"
Q3 of 2017,782.0,421.0,458.68837209302325,0.0,1458.0,"Austin, TX",-97.67,30.19444444,"San Jose, CA"
Q3 of 2017,4.0,379.0,322.5,0.0,532.0,"Austin, TX",-97.67,30.19444444,"Santa Rosa, CA"
Q3 of 2017,3.0,805.0,768.3333333333334,505.0,995.0,"Asheville, NC",-82.54111111,35.435,"Oakland, CA"
Q3 of 2017,89.0,643.5,672.3214285714286,0.0,2028.0,"Asheville, NC",-82.54111111,35.435,"San Francisco, CA"
Q3 of 2017,27.0,521.0,651.3333333333334,11.0,1412.0,"Asheville, NC",-82.54111111,35.435,"San Jose, CA"
Q3 of 2017,2.0,886.0,886.0,817.0,955.0,"Asheville, NC",-82.54111111,35.435,"Santa Rosa, CA"
Q3 of 2017,37.0,539.0,566.6216216216217,0.0,1704.0,"Scranton/Wilkes-Barre, PA",-75.72583333,41.33916667,"San Francisco, CA"
Q3 of 2017,7.0,563.0,448.7142857142857,0.0,651.0,"Scranton/Wilkes-Barre, PA",-75.72583333,41.33916667,"San Jose, CA"
Q3 of 2017,155.0,161.0,175.3709677419355,75.0,346.0,"Phoenix, AZ",-111.65555556,33.30777778,"Oakland, CA"
Q3 of 2017,35.0,530.0,546.4375,0.0,1129.0,"Kalamazoo, MI",-85.55361111,42.23638889,"San Francisco, CA"
Q3 of 2017,15.0,620.0,630.1333333333333,444.0,909.0,"Kalamazoo, MI",-85.55361111,42.23638889,"San Jose, CA"
Q3 of 2017,1.0,603.0,603.0,603.0,603.0,"Kalamazoo, MI",-85.55361111,42.23638889,"Santa Rosa, CA"
Q3 of 2017,63.0,552.0,531.0655737704918,11.0,1163.0,"Hartford, CT",-72.68333333,41.93861111,"Oakland, CA"
Q3 of 2017,353.0,562.0,600.4873417721519,0.0,2718.0,"Hartford, CT",-72.68333333,41.93861111,"San Francisco, CA"
Q3 of 2017,79.0,544.0,554.6962025316456,0.0,1396.0,"Hartford, CT",-72.68333333,41.93861111,"San Jose, CA"
Q3 of 2017,1.0,947.0,947.0,947.0,947.0,"Bethel, AK",-161.83138889,60.78444444,"Oakland, CA"
Q3 of 2017,1.0,1197.0,1197.0,1197.0,1197.0,"Bethel, AK",-161.83138889,60.78444444,"San Francisco, CA"
Q3 of 2017,1.0,567.0,567.0,567.0,567.0,"Scottsbluff, NE",-103.60111111,41.87527778,"San Francisco, CA"
Q3 of 2017,43.0,548.0,526.5172413793103,0.0,1068.0,"Bakersfield, CA",-119.05222222,35.43,"San Francisco, CA"
Q3 of 2017,9.0,656.0,711.4444444444445,505.0,1336.0,"Binghamton, NY",-75.96916667,42.20138889,"San Francisco, CA"
Q3 of 2017,3.0,524.0,456.6666666666667,11.0,835.0,"Bangor, ME",-68.82777778,44.80777778,"Oakland, CA"
Q3 of 2017,118.0,652.5,705.3818181818182,0.0,2085.0,"Bangor, ME",-68.82777778,44.80777778,"San Francisco, CA"
Q3 of 2017,12.0,662.0,567.4166666666666,0.0,928.0,"Bangor, ME",-68.82777778,44.80777778,"San Jose, CA"
Q3 of 2017,2.0,674.0,674.0,654.0,694.0,"Bar Harbor, ME",-68.36166667,44.44888889,"San Francisco, CA"
Q3 of 2017,1.0,374.0,374.0,374.0,374.0,"Bullhead City, AZ",-114.56444444,35.16333333,"San Francisco, CA"
Q3 of 2017,2.0,426.5,426.5,333.0,520.0,"Bullhead City, AZ",-114.56444444,35.16333333,"San Jose, CA"
Q3 of 2017,58.0,471.0,498.5,11.0,1203.0,"Birmingham, AL",-86.75555556,33.56305556,"Oakland, CA"
Q3 of 2017,89.0,599.0,608.7529411764706,0.0,1463.0,"Birmingham, AL",-86.75555556,33.56305556,"San Francisco, CA"
Q3 of 2017,42.0,572.0,548.0769230769231,11.0,1386.0,"Birmingham, AL",-86.75555556,33.56305556,"San Jose, CA"
Q3 of 2017,2.0,884.5,884.5,826.0,943.0,"Birmingham, AL",-86.75555556,33.56305556,"Santa Rosa, CA"
Q3 of 2017,34.0,452.0,477.8235294117647,11.0,1129.0,"Billings, MT",-108.54277778,45.80694444,"Oakland, CA"
Q3 of 2017,90.0,359.0,396.2151898734177,0.0,1067.0,"Billings, MT",-108.54277778,45.80694444,"San Francisco, CA"
Q3 of 2017,38.0,364.0,423.1081081081081,11.0,1324.0,"Billings, MT",-108.54277778,45.80694444,"San Jose, CA"
Q3 of 2017,3.0,503.0,454.3333333333333,150.0,710.0,"Billings, MT",-108.54277778,45.80694444,"Santa Rosa, CA"
Q3 of 2017,2.0,1082.5,1082.5,873.0,1292.0,"Bismarck/Mandan, ND",-100.7525,46.77888889,"Oakland, CA"
Q3 of 2017,31.0,467.0,453.84,0.0,952.0,"Bismarck/Mandan, ND",-100.7525,46.77888889,"San Francisco, CA"
Q3 of 2017,11.0,697.0,561.6363636363636,0.0,810.0,"Bismarck/Mandan, ND",-100.7525,46.77888889,"San Jose, CA"
Q3 of 2017,5.0,568.0,583.0,425.0,775.0,"Bemidji, MN",-94.93472222,47.50972222,"San Francisco, CA"
Q3 of 2017,325.0,192.5,199.41304347826087,0.0,506.0,"Bellingham, WA",-122.53472222,48.79444444,"Oakland, CA"
Q3 of 2017,33.0,380.0,382.030303030303,11.0,978.0,"Bellingham, WA",-122.53472222,48.79444444,"San Francisco, CA"
Q3 of 2017,27.0,357.0,379.76,0.0,1011.0,"Bellingham, WA",-122.53472222,48.79444444,"San Jose, CA"
Q3 of 2017,4.0,366.0,356.5,265.0,429.0,"Bellingham, WA",-122.53472222,48.79444444,"Santa Rosa, CA"
Q3 of 2017,6.0,985.0,992.0,550.0,1610.0,"Bloomington/Normal, IL",-88.9275,40.48194444,"San Francisco, CA"
Q3 of 2017,11.0,402.0,511.2,11.0,1070.0,"Bloomington/Normal, IL",-88.9275,40.48194444,"San Jose, CA"
Q3 of 2017,472.0,486.0,504.48659003831415,11.0,1165.0,"Nashville, TN",-86.68194444,36.12666667,"Oakland, CA"
Q3 of 2017,810.0,484.0,584.8596837944664,0.0,5560.0,"Nashville, TN",-86.68194444,36.12666667,"San Francisco, CA"
Q3 of 2017,206.0,453.5,467.5,0.0,2549.0,"Nashville, TN",-86.68194444,36.12666667,"San Jose, CA"
Q3 of 2017,2.0,539.5,539.5,532.0,547.0,"Nashville, TN",-86.68194444,36.12666667,"Santa Rosa, CA"
Q3 of 2017,489.0,434.0,435.6666666666667,11.0,832.0,"Boise, ID",-116.225,43.56527778,"Oakland, CA"
Q3 of 2017,378.0,443.5,524.0601851851852,0.0,7537.0,"Boise, ID",-116.225,43.56527778,"San Francisco, CA"
Q3 of 2017,263.0,282.0,287.3333333333333,0.0,1020.0,"Boise, ID",-116.225,43.56527778,"San Jose, CA"
Q3 of 2017,7.0,367.0,336.3333333333333,11.0,546.0,"Boise, ID",-116.225,43.56527778,"Santa Rosa, CA"
Q3 of 2017,454.0,486.0,490.6253968253968,0.0,1410.0,"Boston, MA",-71.00611111,42.36361111,"Oakland, CA"
Q3 of 2017,6268.0,564.5,712.1453874538745,0.0,10484.0,"Boston, MA",-71.00611111,42.36361111,"San Francisco, CA"
Q3 of 2017,554.0,513.5,521.5067567567568,0.0,1758.0,"Boston, MA",-71.00611111,42.36361111,"San Jose, CA"
Q3 of 2017,22.0,581.5,635.2272727272727,11.0,2101.0,"Boston, MA",-71.00611111,42.36361111,"Santa Rosa, CA"
Q3 of 2017,1.0,755.0,755.0,755.0,755.0,"Beaumont/Port Arthur, TX",-94.02,29.95083333,"Oakland, CA"
Q3 of 2017,2.0,174.0,174.0,11.0,337.0,"Beaumont/Port Arthur, TX",-94.02,29.95083333,"San Francisco, CA"
Q3 of 2017,1.0,322.0,322.0,322.0,322.0,"Beaumont/Port Arthur, TX",-94.02,29.95083333,"San Jose, CA"
Q3 of 2017,1.0,644.0,644.0,644.0,644.0,"Brunswick, GA",-81.46638889,31.25888889,"Oakland, CA"
Q3 of 2017,4.0,805.0,801.75,11.0,1586.0,"Brunswick, GA",-81.46638889,31.25888889,"San Francisco, CA"
Q3 of 2017,2.0,729.5,729.5,596.0,863.0,"Brunswick, GA",-81.46638889,31.25888889,"San Jose, CA"
Q3 of 2017,7.0,553.0,567.5714285714286,388.0,781.0,"Aguadilla, Puerto Rico",-67.13,18.49583333,"San Francisco, CA"
Q3 of 2017,7.0,583.0,654.8571428571429,532.0,965.0,"Brainerd, MN",-94.1375,46.39722222,"San Francisco, CA"
Q3 of 2017,5.0,556.0,647.75,434.0,1045.0,"Brainerd, MN",-94.1375,46.39722222,"San Jose, CA"
Q3 of 2017,7.0,522.0,522.8333333333334,11.0,825.0,"Brownsville, TX",-97.42555556,25.90638889,"San Francisco, CA"
Q3 of 2017,6.0,512.0,448.5,11.0,703.0,"Brownsville, TX",-97.42555556,25.90638889,"San Jose, CA"
Q3 of 2017,1.0,901.0,901.0,901.0,901.0,"Barrow, AK",-156.76611111,71.28555556,"Oakland, CA"
Q3 of 2017,2.0,1513.5,1513.5,1285.0,1742.0,"Barrow, AK",-156.76611111,71.28555556,"San Francisco, CA"
Q3 of 2017,2.0,899.0,899.0,692.0,1106.0,"Barrow, AK",-156.76611111,71.28555556,"San Jose, CA"
Q3 of 2017,1.0,2237.0,2237.0,2237.0,2237.0,"Barter Island, AK",-143.57833333,70.13472222,"San Jose, CA"
Q3 of 2017,7.0,461.0,453.1666666666667,303.0,583.0,"Butte, MT",-112.49388889,45.95111111,"Oakland, CA"
Q3 of 2017,6.0,364.0,426.0,41.0,847.0,"Butte, MT",-112.49388889,45.95111111,"San Francisco, CA"
Q3 of 2017,9.0,373.0,404.8888888888889,323.0,539.0,"Butte, MT",-112.49388889,45.95111111,"San Jose, CA"
Q3 of 2017,1.0,831.0,831.0,831.0,831.0,"Baton Rouge, LA",-91.15055556,30.53166667,"Oakland, CA"
Q3 of 2017,23.0,525.0,498.6666666666667,0.0,1332.0,"Baton Rouge, LA",-91.15055556,30.53166667,"San Francisco, CA"
Q3 of 2017,13.0,612.0,674.5384615384615,406.0,1218.0,"Baton Rouge, LA",-91.15055556,30.53166667,"San Jose, CA"
Q3 of 2017,7.0,584.0,573.2857142857143,408.0,694.0,"Burlington, VT",-73.15305556,44.47277778,"Oakland, CA"
Q3 of 2017,186.0,606.0,631.4147727272727,0.0,2485.0,"Burlington, VT",-73.15305556,44.47277778,"San Francisco, CA"
Q3 of 2017,29.0,591.0,601.2758620689655,0.0,1326.0,"Burlington, VT",-73.15305556,44.47277778,"San Jose, CA"
Q3 of 2017,3.0,735.0,748.3333333333334,725.0,785.0,"Burlington, VT",-73.15305556,44.47277778,"Santa Rosa, CA"
Q3 of 2017,89.0,508.5,483.2432432432432,11.0,957.0,"Buffalo, NY",-78.73638889,42.94111111,"Oakland, CA"
Q3 of 2017,239.0,513.0,534.8778280542987,0.0,1526.0,"Buffalo, NY",-78.73638889,42.94111111,"San Francisco, CA"
Q3 of 2017,93.0,476.0,510.67088607594934,11.0,1764.0,"Buffalo, NY",-78.73638889,42.94111111,"San Jose, CA"
Q3 of 2017,1.0,833.0,833.0,833.0,833.0,"Buffalo, NY",-78.73638889,42.94111111,"Santa Rosa, CA"
Q3 of 2017,8769.0,277.5,285.07233273056056,5.0,658.0,"Burbank, CA",-118.35777778,34.2,"Oakland, CA"
Q3 of 2017,4933.0,239.0,267.53355704697987,0.0,8231.0,"Burbank, CA",-118.35777778,34.2,"San Francisco, CA"
Q3 of 2017,7080.0,219.0,235.19690721649485,0.0,882.0,"Burbank, CA",-118.35777778,34.2,"San Jose, CA"
Q3 of 2017,10.0,480.0,505.6,0.0,960.0,"Burbank, CA",-118.35777778,34.2,"Santa Rosa, CA"
Q3 of 2017,757.0,408.0,421.95315682281057,11.0,1251.0,"Baltimore, MD",-76.67138889,39.17555556,"Oakland, CA"
Q3 of 2017,534.0,561.0,637.5187032418953,0.0,6467.0,"Baltimore, MD",-76.67138889,39.17555556,"San Francisco, CA"
Q3 of 2017,397.0,485.5,487.44814814814816,0.0,1473.0,"Baltimore, MD",-76.67138889,39.17555556,"San Jose, CA"
Q3 of 2017,5.0,535.0,650.2,287.0,1359.0,"Baltimore, MD",-76.67138889,39.17555556,"Santa Rosa, CA"
Q3 of 2017,102.0,405.0,411.16326530612247,11.0,951.0,"Bozeman, MT",-111.15944444,45.78027778,"Oakland, CA"
Q3 of 2017,404.0,501.0,506.94716981132075,0.0,1220.0,"Bozeman, MT",-111.15944444,45.78027778,"San Francisco, CA"
Q3 of 2017,131.0,348.0,369.9504132231405,0.0,1017.0,"Bozeman, MT",-111.15944444,45.78027778,"San Jose, CA"
Q3 of 2017,6.0,464.0,480.6666666666667,152.0,825.0,"Bozeman, MT",-111.15944444,45.78027778,"Santa Rosa, CA"
Q3 of 2017,5.0,528.0,608.2,499.0,785.0,"Columbia, SC",-81.11583333,33.93638889,"Oakland, CA"
Q3 of 2017,30.0,584.0,633.1034482758621,0.0,1767.0,"Columbia, SC",-81.11583333,33.93638889,"San Francisco, CA"
Q3 of 2017,29.0,508.0,525.7307692307693,0.0,1001.0,"Columbia, SC",-81.11583333,33.93638889,"San Jose, CA"
Q3 of 2017,1.0,810.0,810.0,810.0,810.0,"Columbia, SC",-81.11583333,33.93638889,"Santa Rosa, CA"
Q3 of 2017,28.0,521.0,606.1851851851852,347.0,1115.0,"Akron, OH",-81.44166667,40.91388889,"San Francisco, CA"
Q3 of 2017,2.0,615.0,615.0,568.0,662.0,"Akron, OH",-81.44166667,40.91388889,"San Jose, CA"
Q3 of 2017,1.0,240.0,240.0,240.0,240.0,"Cedar City, UT",-113.09611111,37.7025,"San Francisco, CA"
Q3 of 2017,2.0,263.5,263.5,254.0,273.0,"Cedar City, UT",-113.09611111,37.7025,"San Jose, CA"
Q3 of 2017,4.0,606.5,477.0,0.0,695.0,"Cordova, AK",-145.47,60.49305556,"San Francisco, CA"
Q3 of 2017,3.0,820.0,860.6666666666666,802.0,960.0,"Cordova, AK",-145.47,60.49305556,"San Jose, CA"
Q3 of 2017,1.0,537.0,537.0,537.0,537.0,"Cape Girardeau, MO",-89.57166667,37.22361111,"San Francisco, CA"
Q3 of 2017,50.0,442.5,734.8125,0.0,8522.0,"Chattanooga, TN",-85.20361111,35.03638889,"San Francisco, CA"
Q3 of 2017,12.0,489.0,589.0833333333334,295.0,1275.0,"Chattanooga, TN",-85.20361111,35.03638889,"San Jose, CA"
Q3 of 2017,3.0,760.0,942.0,590.0,1476.0,"Charlottesville, VA",-78.45305556,38.14138889,"Oakland, CA"
Q3 of 2017,53.0,511.0,537.5294117647059,0.0,1336.0,"Charlottesville, VA",-78.45305556,38.14138889,"San Francisco, CA"
Q3 of 2017,12.0,548.0,599.0909090909091,390.0,957.0,"Charlottesville, VA",-78.45305556,38.14138889,"San Jose, CA"
Q3 of 2017,42.0,572.5,579.825,11.0,1179.0,"Charleston, SC",-80.03888889,32.89916667,"Oakland, CA"
Q3 of 2017,254.0,499.0,546.8489795918367,0.0,1687.0,"Charleston, SC",-80.03888889,32.89916667,"San Francisco, CA"
Q3 of 2017,50.0,532.5,561.9583333333334,11.0,1512.0,"Charleston, SC",-80.03888889,32.89916667,"San Jose, CA"
Q3 of 2017,3.0,453.0,340.6666666666667,11.0,558.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"Oakland, CA"
Q3 of 2017,65.0,564.0,678.3207547169811,0.0,2299.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"San Francisco, CA"
Q3 of 2017,16.0,639.5,692.625,0.0,1526.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"San Jose, CA"
Q3 of 2017,1.0,597.0,597.0,597.0,597.0,"Cedar Rapids/Iowa City, IA",-91.70611111,41.88444444,"Santa Rosa, CA"
Q3 of 2017,15.0,678.0,715.5384615384615,512.0,1063.0,"Sault Ste. Marie, MI",-84.46611111,46.24222222,"San Francisco, CA"
Q3 of 2017,1.0,859.0,859.0,859.0,859.0,"Sault Ste. Marie, MI",-84.46611111,46.24222222,"San Jose, CA"
Q3 of 2017,91.0,471.0,449.45205479452056,11.0,1163.0,"Cleveland, OH",-81.84944444,41.41083333,"Oakland, CA"
Q3 of 2017,860.0,453.0,510.7108013937282,0.0,12340.0,"Cleveland, OH",-81.84944444,41.41083333,"San Francisco, CA"
Q3 of 2017,73.0,521.5,550.8,11.0,1318.0,"Cleveland, OH",-81.84944444,41.41083333,"San Jose, CA"
Q3 of 2017,2.0,0.0,0.0,0.0,0.0,"Cleveland, OH",-81.84944444,41.41083333,"Santa Rosa, CA"
Q3 of 2017,5.0,569.0,460.4,0.0,599.0,"College Station/Bryan, TX",-96.36444444,30.58944444,"San Francisco, CA"
Q3 of 2017,6.0,600.0,674.8333333333334,425.0,1155.0,"College Station/Bryan, TX",-96.36444444,30.58944444,"San Jose, CA"
Q3 of 2017,73.0,515.0,523.6521739130435,11.0,1221.0,"Charlotte, NC",-80.93583333,35.21916667,"Oakland, CA"
Q3 of 2017,1003.0,536.5,616.2771739130435,0.0,3081.0,"Charlotte, NC",-80.93583333,35.21916667,"San Francisco, CA"
Q3 of 2017,223.0,500.0,555.5185185185185,0.0,1692.0,"Charlotte, NC",-80.93583333,35.21916667,"San Jose, CA"
Q3 of 2017,2.0,955.5,955.5,758.0,1153.0,"Charlotte, NC",-80.93583333,35.21916667,"Santa Rosa, CA"
Q3 of 2017,308.0,495.0,526.9281437125749,11.0,1225.0,"Columbus, OH",-82.87833333,39.99111111,"Oakland, CA"
Q3 of 2017,294.0,440.5,541.8525179856115,0.0,4256.0,"Columbus, OH",-82.87833333,39.99111111,"San Francisco, CA"
Q3 of 2017,119.0,458.0,505.5130434782609,0.0,1368.0,"Columbus, OH",-82.87833333,39.99111111,"San Jose, CA"
Q3 of 2017,3.0,505.0,372.0,11.0,600.0,"Columbus, OH",-82.87833333,39.99111111,"Santa Rosa, CA"
Q3 of 2017,34.0,583.0,590.6333333333333,0.0,925.0,"Champaign/Urbana, IL",-88.27972222,40.03972222,"San Francisco, CA"
Q3 of 2017,8.0,517.5,563.75,415.0,755.0,"Champaign/Urbana, IL",-88.27972222,40.03972222,"San Jose, CA"
Q3 of 2017,24.0,617.0,707.7222222222222,502.0,1077.0,"Hancock/Houghton, MI",-88.48638889,47.16777778,"San Francisco, CA"
Q3 of 2017,1.0,572.0,572.0,572.0,572.0,"Hancock/Houghton, MI",-88.48638889,47.16777778,"San Jose, CA"
Q3 of 2017,2.0,414.5,414.5,330.0,499.0,"Moab, UT",-109.74611111,38.75944444,"San Francisco, CA"
Q3 of 2017,13.0,393.0,445.3076923076923,307.0,659.0,"Cody, WY",-109.0275,44.51583333,"Oakland, CA"
Q3 of 2017,30.0,376.0,384.72,0.0,729.0,"Cody, WY",-109.0275,44.51583333,"San Francisco, CA"
Q3 of 2017,19.0,385.5,357.25,11.0,503.0,"Cody, WY",-109.0275,44.51583333,"San Jose, CA"
Q3 of 2017,1.0,743.0,743.0,743.0,743.0,"Colorado Springs, CO",-104.70916667,38.80888889,"Oakland, CA"
Q3 of 2017,188.0,164.0,315.93975903614455,0.0,1913.0,"Colorado Springs, CO",-104.70916667,38.80888889,"San Francisco, CA"
Q3 of 2017,38.0,442.0,469.0,0.0,1550.0,"Colorado Springs, CO",-104.70916667,38.80888889,"San Jose, CA"
Q3 of 2017,5.0,547.0,576.2,447.0,767.0,"Columbia, MO",-92.21916667,38.81361111,"San Francisco, CA"
Q3 of 2017,3.0,537.0,701.6666666666666,537.0,1031.0,"Columbia, MO",-92.21916667,38.81361111,"San Jose, CA"
Q3 of 2017,17.0,367.0,429.3333333333333,292.0,756.0,"Casper, WY",-106.4625,42.90861111,"Oakland, CA"
Q3 of 2017,19.0,501.0,577.4117647058823,11.0,2219.0,"Casper, WY",-106.4625,42.90861111,"San Francisco, CA"
Q3 of 2017,10.0,433.5,496.4,292.0,948.0,"Casper, WY",-106.4625,42.90861111,"San Jose, CA"
Q3 of 2017,14.0,433.0,435.42857142857144,11.0,1207.0,"Corpus Christi, TX",-97.50083333,27.77,"Oakland, CA"
Q3 of 2017,22.0,446.0,544.3181818181819,0.0,1511.0,"Corpus Christi, TX",-97.50083333,27.77,"San Francisco, CA"
Q3 of 2017,7.0,707.0,629.5714285714286,272.0,956.0,"Corpus Christi, TX",-97.50083333,27.77,"San Jose, CA"
Q3 of 2017,1.0,11.0,11.0,11.0,11.0,"Corpus Christi, TX",-97.50083333,27.77,"Santa Rosa, CA"
Q3 of 2017,15.0,698.0,769.2857142857143,410.0,1886.0,"Charleston/Dunbar, WV",-81.59305556,38.37277778,"San Francisco, CA"
Q3 of 2017,7.0,747.0,764.2857142857143,11.0,1513.0,"Charleston/Dunbar, WV",-81.59305556,38.37277778,"San Jose, CA"
Q3 of 2017,1.0,11.0,11.0,11.0,11.0,"Charleston/Dunbar, WV",-81.59305556,38.37277778,"Santa Rosa, CA"
Q3 of 2017,1.0,582.0,582.0,582.0,582.0,"Columbus, GA",-84.93888889,32.51611111,"Oakland, CA"
Q3 of 2017,7.0,751.0,792.2857142857143,305.0,1177.0,"Columbus, GA",-84.93888889,32.51611111,"San Francisco, CA"
Q3 of 2017,38.0,462.0,510.3666666666667,11.0,1448.0,"Cincinnati, OH",-84.66861111,39.04777778,"Oakland, CA"
Q3 of 2017,808.0,369.0,411.3905579399142,0.0,2542.0,"Cincinnati, OH",-84.66861111,39.04777778,"San Francisco, CA"
Q3 of 2017,37.0,486.0,446.5945945945946,0.0,1224.0,"Cincinnati, OH",-84.66861111,39.04777778,"San Jose, CA"
Q3 of 2017,44.0,595.0,679.2439024390244,0.0,2403.0,"Mosinee, WI",-89.65916667,44.78222222,"San Francisco, CA"
Q3 of 2017,11.0,660.0,607.9090909090909,378.0,835.0,"Mosinee, WI",-89.65916667,44.78222222,"San Jose, CA"
Q3 of 2017,2.0,972.0,972.0,440.0,1504.0,"Daytona Beach, FL",-81.05277778,29.1825,"Oakland, CA"
Q3 of 2017,31.0,480.0,528.25,11.0,1241.0,"Daytona Beach, FL",-81.05277778,29.1825,"San Francisco, CA"
Q3 of 2017,6.0,551.0,553.6666666666666,393.0,813.0,"Daytona Beach, FL",-81.05277778,29.1825,"San Jose, CA"
Q3 of 2017,810.0,341.5,383.8382352941176,11.0,1110.0,"Dallas, TX",-96.85333333,32.84694444,"Oakland, CA"
Q3 of 2017,898.0,282.0,342.14814814814815,5.0,1796.0,"Dallas, TX",-96.85333333,32.84694444,"San Francisco, CA"
Q3 of 2017,244.0,442.5,480.46590909090907,5.0,1114.0,"Dallas, TX",-96.85333333,32.84694444,"San Jose, CA"
Q3 of 2017,2.0,481.5,481.5,152.0,811.0,"Dallas, TX",-96.85333333,32.84694444,"Santa Rosa, CA"
Q3 of 2017,2.0,274.0,274.0,71.0,477.0,"Dayton, OH",-84.22,39.90111111,"Oakland, CA"
Q3 of 2017,69.0,455.5,501.75,0.0,1570.0,"Dayton, OH",-84.22,39.90111111,"San Francisco, CA"
Q3 of 2017,23.0,527.0,572.3478260869565,11.0,1207.0,"Dayton, OH",-84.22,39.90111111,"San Jose, CA"
Q3 of 2017,11.0,570.0,561.0,11.0,925.0,"Dubuque, IA",-90.71083333,42.41,"San Francisco, CA"
Q3 of 2017,8.0,545.0,499.125,11.0,755.0,"Dubuque, IA",-90.71083333,42.41,"San Jose, CA"
Q3 of 2017,212.0,539.5,558.9175257731958,11.0,1951.0,"Washington, DC",-77.03694444,38.85166667,"Oakland, CA"
Q3 of 2017,1344.0,587.0,743.9254385964912,0.0,9999.0,"Washington, DC",-77.03694444,38.85166667,"San Francisco, CA"
Q3 of 2017,305.0,540.5,544.6891891891892,0.0,1743.0,"Washington, DC",-77.03694444,38.85166667,"San Jose, CA"
Q3 of 2017,5.0,433.0,609.4,99.0,1746.0,"Washington, DC",-77.03694444,38.85166667,"Santa Rosa, CA"
Q3 of 2017,1935.0,328.5,355.67727272727274,5.0,857.0,"Denver, CO",-104.87972222,39.77444444,"Oakland, CA"
Q3 of 2017,5612.0,313.0,392.92084942084944,0.0,9591.0,"Denver, CO",-104.87972222,39.77444444,"San Francisco, CA"
Q3 of 2017,1868.0,340.5,367.9384615384615,0.0,2290.0,"Denver, CO",-104.87972222,39.77444444,"San Jose, CA"
Q3 of 2017,36.0,319.0,400.258064516129,0.0,1255.0,"Denver, CO",-104.87972222,39.77444444,"Santa Rosa, CA"
Q3 of 2017,299.0,166.0,225.57462686567163,11.0,1077.0,"Dallas/Fort Worth, TX",-97.02972222,32.89444444,"Oakland, CA"
Q3 of 2017,2113.0,356.0,443.8512304250559,0.0,7177.0,"Dallas/Fort Worth, TX",-97.02972222,32.89444444,"San Francisco, CA"
Q3 of 2017,569.0,477.0,538.9737704918033,0.0,2350.0,"Dallas/Fort Worth, TX",-97.02972222,32.89444444,"San Jose, CA"
Q3 of 2017,12.0,562.0,581.5,329.0,1083.0,"Dallas/Fort Worth, TX",-97.02972222,32.89444444,"Santa Rosa, CA"
Q3 of 2017,1.0,1076.0,1076.0,1076.0,1076.0,"Dothan, AL",-85.44833333,31.32,"Oakland, CA"
Q3 of 2017,6.0,530.5,486.6666666666667,11.0,697.0,"Dothan, AL",-85.44833333,31.32,"San Francisco, CA"
Q3 of 2017,2.0,698.5,698.5,602.0,795.0,"Dothan, AL",-85.44833333,31.32,"San Jose, CA"
Q3 of 2017,2.0,506.0,506.0,481.0,531.0,"Dickinson, ND",-102.79638889,46.79666667,"San Francisco, CA"
Q3 of 2017,1.0,1021.0,1021.0,1021.0,1021.0,"Dickinson, ND",-102.79638889,46.79666667,"San Jose, CA"
Q3 of 2017,1.0,947.0,947.0,947.0,947.0,"Dillingham, AK",-158.50666667,59.04166667,"San Jose, CA"
Q3 of 2017,1.0,1126.0,1126.0,1126.0,1126.0,"Duluth, MN",-92.19027778,46.8425,"Oakland, CA"
Q3 of 2017,30.0,667.0,735.3666666666667,0.0,1580.0,"Duluth, MN",-92.19027778,46.8425,"San Francisco, CA"
Q3 of 2017,9.0,557.0,589.0,11.0,1294.0,"Duluth, MN",-92.19027778,46.8425,"San Jose, CA"
Q3 of 2017,25.0,442.0,477.7083333333333,11.0,946.0,"Durango, CO",-107.75111111,37.15,"Oakland, CA"
Q3 of 2017,56.0,475.5,467.3888888888889,0.0,1234.0,"Durango, CO",-107.75111111,37.15,"San Francisco, CA"
Q3 of 2017,19.0,471.0,454.10526315789474,0.0,773.0,"Durango, CO",-107.75111111,37.15,"San Jose, CA"
Q3 of 2017,5.0,443.0,412.0,11.0,678.0,"Durango, CO",-107.75111111,37.15,"Santa Rosa, CA"
